Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Digital Elektronik Hasan Lüleci,"Kadıköy, Atatürk Blv. No:35, 41050 İzmit/Kocaeli",0536 224 74 22,,https://digitalelektronik.net/,https://www.google.com/maps/place/Yazarge+Bili%C5%9Fim+San.+Tic.+Ltd.+%C5%9Eti+-+Kocaeli+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb4f800a745953:0x7947c71500451771!8m2!3d40.7637!4d29.9599175!16s%2Fg%2F1yg6nq72r!19sChIJU1l0CoBPyxQRcRdFABXHR3k?authuser=0&hl=tr&rclk=1
Digital Elektronik Hasan Lüleci,"Kadıköy, Atatürk Blv. No:35, 41050 İzmit/Kocaeli",0536 224 74 22,,https://digitalelektronik.net/,https://www.google.com/maps/place/Digital+Elektronik+Hasan+L%C3%BCleci/data=!4m7!3m6!1s0x14cb4f8925a7ccf9:0x4db0998bd7e032f0!8m2!3d40.7657919!4d29.9427838!16s%2Fg%2F11h07zvv6r!19sChIJ-cynJYlPyxQR8DLg14uZsE0?authuser=0&hl=tr&rclk=1
Kocaeli Yerinde Servis,"no, Kadıköy, Baycan Sk. No:35, 41100 İzmit/Kocaeli",0850 840 2541,,N/A,https://www.google.com/maps/place/Marca+Bili%C5%9Fim+Yaz%C4%B1l%C4%B1m+ve+Barkod+Sistemleri/data=!4m7!3m6!1s0x14cb4f87f47797ab:0xe67c45e462cad6a0!8m2!3d40.7633885!4d29.938182!16s%2Fg%2F11b5wk3xhd!19sChIJq5d39IdPyxQRoNbKYuRFfOY?authuser=0&hl=tr&rclk=1
AKINSOFT Kocaeli Bölge Müdürlüğü - Teknosit Yazılım Bilişim Teknolojileri,"Mehmet Ali Paşa Mah, Gazi Mustafa Kemal Blv. No:16/3, 41050 İzmit/Kocaeli",0532 203 24 57,,https://akinsoftizmit.com/,https://www.google.com/maps/place/4m+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4fefd0ed0ee9:0x2b69c5eb940b05b0!8m2!3d40.7665241!4d29.9602222!16s%2Fg%2F11y26qlt35!19sChIJ6Q7t0O9PyxQRsAULlOvFaSs?authuser=0&hl=tr&rclk=1
SiyahKare Yazılım Teknoloji San. Tic. A.Ş.,"KÖRFEZ MAH. YÜCE RIFAT SK. NO: 73, Körfez, İÇ KAPI NO: 9, 41300 İzmit/Kocaeli",0532 556 64 96,,N/A,https://www.google.com/maps/place/Kocaeli+Yerinde+Servis/data=!4m7!3m6!1s0x14cb4f8c62902703:0xb62cc775b33676db!8m2!3d40.7655615!4d29.9479348!16s%2Fg%2F11bw82v3m5!19sChIJAyeQYoxPyxQR23Y2s3XHLLY?authuser=0&hl=tr&rclk=1
Atik Yazarkasa,"Kadıköy Mah Bağdat Cad, Kadıköy, Gençer Sk. No:26, 41150 İzmit/Kocaeli",0850 223 2202,,N/A,https://www.google.com/maps/place/AKINSOFT+Kocaeli+B%C3%B6lge+M%C3%BCd%C3%BCrl%C3%BC%C4%9F%C3%BC+-+Teknosit+Yaz%C4%B1l%C4%B1m+Bili%C5%9Fim+Teknolojileri/data=!4m7!3m6!1s0x14cb40d24dd4bf07:0x30eead52d7a59628!8m2!3d40.7670244!4d29.9540332!16s%2Fg%2F11bw22cjg6!19sChIJB7_UTdJAyxQRKJal11Kt7jA?authuser=0&hl=tr&rclk=1
"LF Dijital: Kocaeli Web Tasarım, Yazılım, SEO, Google ADS ve My Business | Google Partner","Körfez Mh, Şht. Ali Çavuş Sk No:5, 41000 İzmit/Kocaeli",0533 704 74 83,,https://www.lf.com.tr/,https://www.google.com/maps/place/SiyahKare+Yaz%C4%B1l%C4%B1m+Teknoloji+San.+Tic.+A.%C5%9E./data=!4m7!3m6!1s0x14cb4f1db932a01d:0x99d25181a80c782b!8m2!3d40.7636207!4d29.9512597!16s%2Fg%2F11qpjdfffb!19sChIJHaAyuR1PyxQRK3gMqIFR0pk?authuser=0&hl=tr&rclk=1
Kocaeli Web Tasarım Hizmeti - Seo ve Dijital Pazarlama,"Kemalpaşa Mahallesi, Şahabettin Bilgisu Caddesi No 11, Kanburoğlu İşhanı, Kat:1 Daire:5, 41100 İzmit/Kocaeli",0552 785 06 59,,N/A,https://www.google.com/maps/place/Atik+Yazarkasa/data=!4m7!3m6!1s0x14cb4f75d35919f9:0xbbf6dfcab7449b87!8m2!3d40.7686164!4d29.9450459!16s%2Fg%2F11h6yvxzsz!19sChIJ-RlZ03VPyxQRh5tEt8rf9rs?authuser=0&hl=tr&rclk=1
BAYBİLİR Yazılım Danışmanlık Ltd. Şti.,"Ömerağa, Alemdar Cd. No:34/75, 41300 İzmit/Kocaeli",0532 262 03 13,info@baybilir.com,http://baybilir.com/,"https://www.google.com/maps/place/LF+Dijital:+Kocaeli+Web+Tasar%C4%B1m,+Yaz%C4%B1l%C4%B1m,+SEO,+Google+ADS+ve+My+Business+%7C+Google+Partner/data=!4m7!3m6!1s0x14cb445d6a7bf08f:0x75b5707c577434fd!8m2!3d40.7621673!4d29.9524343!16s%2Fg%2F11c2p3nhzp!19sChIJj_B7al1EyxQR_TR0V3xwtXU?authuser=0&hl=tr&rclk=1"
BAYBİLİR Yazılım Danışmanlık Ltd. Şti.,"Ömerağa, Alemdar Cd. No:34/75, 41300 İzmit/Kocaeli",0532 262 03 13,info@baybilir.com,http://baybilir.com/,https://www.google.com/maps/place/Kocaeli+Web+Tasar%C4%B1m+Hizmeti+-+Seo+ve+Dijital+Pazarlama/data=!4m7!3m6!1s0x14cb45eef8179419:0xc93ba9068bdbfc2d!8m2!3d40.7619982!4d29.9240647!16s%2Fg%2F11qq1s6pp6!19sChIJGZQX-O5FyxQRLfzbiwapO8k?authuser=0&hl=tr&rclk=1
BAYBİLİR Yazılım Danışmanlık Ltd. Şti.,"Ömerağa, Alemdar Cd. No:34/75, 41300 İzmit/Kocaeli",0532 262 03 13,info@baybilir.com,http://baybilir.com/,https://www.google.com/maps/place/BAYB%C4%B0L%C4%B0R+Yaz%C4%B1l%C4%B1m+Dan%C4%B1%C5%9Fmanl%C4%B1k+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb457f82b2237b:0x7d9dee437fdd748d!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F1tfdhx91!19sChIJeyOygn9FyxQRjXTdf0PunX0?authuser=0&hl=tr&rclk=1
POSSİS BİLİŞİM,"Sanayi Mahallesi Seyitoğlu Sokak Kapı No:10, 41040 İzmit/Kocaeli",0530 782 28 57,wght@9..40,http://www.possisbilisim.com.tr/,https://www.google.com/maps/place/H%C3%BCrmak+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb4f8f825a03fb:0x61cc59d2663a6830!8m2!3d40.7694202!4d29.9628513!16s%2Fg%2F11v5bkbvmb!19sChIJ-wNago9PyxQRMGg6ZtJZzGE?authuser=0&hl=tr&rclk=1
Asır Digital Bilgi Sistemleri A.Ş. (İzmit Şube),"Körfez Mah. Sanayi Cad, Berk Sk. Dolphin Plaza No:1 Kat:4/407, 41040 İzmit/Kocaeli",0532 271 20 10,,https://www.asirdx.com/,https://www.google.com/maps/place/FourByte+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb5152ece31e5f:0x521ccc99a72e14b1!8m2!3d40.7519336!4d30.0231832!16s%2Fg%2F11wx_24q35!19sChIJXx7j7FJRyxQRsRQup5nMHFI?authuser=0&hl=tr&rclk=1
Asır Digital Bilgi Sistemleri A.Ş. (İzmit Şube),"Körfez Mah. Sanayi Cad, Berk Sk. Dolphin Plaza No:1 Kat:4/407, 41040 İzmit/Kocaeli",0532 271 20 10,info@kubrabilgisayar.com,http://www.kubrabilgisayar.com/,https://www.google.com/maps/place/POSS%C4%B0S+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb45683d86c3af:0xde93748aec73b857!8m2!3d40.7560811!4d29.9563489!16s%2Fg%2F11fl0xx860!19sChIJr8OGPWhFyxQRV7hz7Ip0k94?authuser=0&hl=tr&rclk=1
Belsa Plaza LifePc Bilgisayar Tamiri ve Satışı,"Ömerağa, Abdurrahman Yüksel Cd. Belsa plaza No:149 D:kat 1, 41100 İzmit/Kocaeli",0554 475 24 88,,N/A,https://www.google.com/maps/place/As%C4%B1r+Digital+Bilgi+Sistemleri+A.%C5%9E.+%28%C4%B0zmit+%C5%9Eube%29/data=!4m7!3m6!1s0x14cb4fe25e0561c1:0xbadd498ffc541cb9!8m2!3d40.7641081!4d29.9402617!16s%2Fg%2F11txhq7s_w!19sChIJwWEFXuJPyxQRuRxU_I9J3bo?authuser=0&hl=tr&rclk=1
Özeray Bilişim,"Alikahya Fatih, Seymen Cd. No:10, 41310 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/K%C3%BCbra+Bilgisayar/data=!4m7!3m6!1s0x14cb4507c6881781:0xad1bcc87bf59f051!8m2!3d40.7650657!4d29.9293139!16s%2Fg%2F11h6mnbv_m!19sChIJgReIxgdFyxQRUfBZv4fMG60?authuser=0&hl=tr&rclk=1
Cantez Medya,"Soydan İş Merkezi, Ömerağa, Alemdar Cd. No:34 Kat:2 No:86, 41300 İzmit/Kocaeli",0545 583 54 00,"lodash@4.17.21, core-js-bundle@3.2.1, react-dom@18.3.1, focus-within-polyfill@5.0.9, react@18.3.1, 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, ceyhun@cantezmedya.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io",http://www.cantezmedya.com/,https://www.google.com/maps/place/Belsa+Plaza+LifePc+Bilgisayar+Tamiri+ve+Sat%C4%B1%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb457f93447533:0xe035d36acfa237e4!8m2!3d40.7642674!4d29.9288339!16s%2Fg%2F12jp1yzf7!19sChIJM3VEk39FyxQR5Deiz2rTNeA?authuser=0&hl=tr&rclk=1
Cantez Medya,"Soydan İş Merkezi, Ömerağa, Alemdar Cd. No:34 Kat:2 No:86, 41300 İzmit/Kocaeli",0545 583 54 00,"lodash@4.17.21, core-js-bundle@3.2.1, react-dom@18.3.1, focus-within-polyfill@5.0.9, react@18.3.1, 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, ceyhun@cantezmedya.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io",http://www.cantezmedya.com/,https://www.google.com/maps/place/%C3%96zeray+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb5026bf7c56f1:0x1b149628a1ff32a3!8m2!3d40.7758094!4d29.9784025!16s%2Fg%2F11rwp2bzsl!19sChIJ8VZ8vyZQyxQRozL_oSiWFBs?authuser=0&hl=tr&rclk=1
GoFiS Enerji Bilişim Elektronik Ith.Ihr.San.Tic.Ltd.Sti.,"Kadıköy, Zümrüt Sk. No:43/A, 41050 İzmit/Kocaeli",(0262) 333 00 01,,http://www.gofis.com.tr/,https://www.google.com/maps/place/Cantez+Medya/data=!4m7!3m6!1s0x14cb4510851d3625:0x57e7b29ef7217513!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F11thj42swk!19sChIJJTYdhRBFyxQRE3Uh956y51c?authuser=0&hl=tr&rclk=1
TEZA Bilişim Teknoloji A.Ş.,"Karabaş, Karabaş Sk. No:1, 41040 İzmit/Kocaeli",(0262) 322 41 23,,N/A,https://www.google.com/maps/place/G%C3%B6kbim+Yaz%C4%B1l%C4%B1m+ve+Barkod+Sistemleri/data=!4m7!3m6!1s0x14cb4f878f340947:0x292ba063e561abdb!8m2!3d40.7639243!4d29.9372154!16s%2Fg%2F1tgl5z02!19sChIJRwk0j4dPyxQR26th5WOgKyk?authuser=0&hl=tr&rclk=1
Analiz Bilgisayar,"Ömerağa, Alemdar Cd. Alemdar İş Hanı No:17, 41300 İzmit/Kocaeli (Izmit)",(0262) 332 56 17,,N/A,https://www.google.com/maps/place/GoFiS+Enerji+Bili%C5%9Fim+Elektronik+Ith.Ihr.San.Tic.Ltd.Sti./data=!4m7!3m6!1s0x14cb4f8c1b57473b:0x81307ca9004c531f!8m2!3d40.7661039!4d29.9454565!16s%2Fg%2F11c1prc020!19sChIJO0dXG4xPyxQRH1NMAKl8MIE?authuser=0&hl=tr&rclk=1
Toprak Bilgisayar Ve Bilişim Hizmetleri (Orhan Diner),"Ömerağa, İstiklal Cd. No:107, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/TEZA+Bili%C5%9Fim+Teknoloji+A.%C5%9E./data=!4m7!3m6!1s0x14cb4f80a8c96fe7:0x6d7de8200199e028!8m2!3d40.7659658!4d29.9327146!16s%2Fg%2F1q2w9f_f2!19sChIJ52_JqIBPyxQRKOCZASDofW0?authuser=0&hl=tr&rclk=1
Inchels - Yazılım Geliştirme ve Grafik Tasarım Ajansı,"Yahyakaptan, Şht. Ergün Köncü Sk. No:33 Kat:4, 41050 İzmit/Kocaeli",0850 304 3210,,https://inchels.com/,https://www.google.com/maps/place/Analiz+Bilgisayar/data=!4m7!3m6!1s0x14cb457ff98d5627:0xf402bb03ff1df762!8m2!3d40.7628154!4d29.9287047!16s%2Fg%2F1tzt357y!19sChIJJ1aN-X9FyxQRYvcd_wO7AvQ?authuser=0&hl=tr&rclk=1
Fordevo Yazılım ve Danışmanlık,"Cumhuriyet, Mısır Sk. Miraç Sitesi C Blok No:4 D:6, 41100 İzmit/Kocaeli",0544 344 46 83,info@fordevo.com,https://fordevo.com/,https://www.google.com/maps/place/Toprak+Bilgisayar+Ve+Bili%C5%9Fim+Hizmetleri+%28Orhan+Diner%29/data=!4m7!3m6!1s0x14cb457f8ed22fdb:0x279309a0c18cd7b2!8m2!3d40.7644475!4d29.928176!16s%2Fg%2F11h54zj7tm!19sChIJ2y_Sjn9FyxQRsteMwaAJkyc?authuser=0&hl=tr&rclk=1
Sektörel Tema Yazılım ve Bilişim Hizmetleri,"Kadıköy, Zümrüt Sk. No:80, 41050 İzmit/Kocaeli",0850 840 1141,,https://www.sektoreltema.com.tr/,https://www.google.com/maps/place/Inchels+-+Yaz%C4%B1l%C4%B1m+Geli%C5%9Ftirme+ve+Grafik+Tasar%C4%B1m+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4fac33bc3c47:0x3d2d2422096e5459!8m2!3d40.7700983!4d29.9691958!16s%2Fg%2F11kq3vkyxq!19sChIJRzy8M6xPyxQRWVRuCSIkLT0?authuser=0&hl=tr&rclk=1
İnceoğlu Bilişim,"Karabaş, İkizli Çeşme Sk., 41040 İzmit/Kocaeli",(0262) 323 39 35,info@inceoglubilisim.com,https://www.inceoglubilisim.com/about-us/,https://www.google.com/maps/place/Fordevo+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb45796003e45f:0x2eee5104cd5ee82d!8m2!3d40.7613333!4d29.8848889!16s%2Fg%2F11l354pftn!19sChIJX-QDYHlFyxQRLehezQRR7i4?authuser=0&hl=tr&rclk=1
İnceoğlu Bilişim,"Karabaş, İkizli Çeşme Sk., 41040 İzmit/Kocaeli",(0262) 323 39 35,info@inceoglubilisim.com,https://www.inceoglubilisim.com/about-us/,https://www.google.com/maps/place/Sekt%C3%B6rel+Tema+Yaz%C4%B1l%C4%B1m+ve+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb4f8aa2f64ed3:0x53d005cba57c81e4!8m2!3d40.7665057!4d29.943191!16s%2Fg%2F11fxxsdtjg!19sChIJ0072oopPyxQR5IF8pcsF0FM?authuser=0&hl=tr&rclk=1
İnceoğlu Bilişim,"Karabaş, İkizli Çeşme Sk., 41040 İzmit/Kocaeli",(0262) 323 39 35,info@inceoglubilisim.com,https://www.inceoglubilisim.com/about-us/,https://www.google.com/maps/place/%C4%B0nceo%C4%9Flu+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f80be53699b:0xf19e24848b3bd7ab!8m2!3d40.7656019!4d29.9323999!16s%2Fg%2F11tdjlc1y2!19sChIJm2lTvoBPyxQRq9c7i4QknvE?authuser=0&hl=tr&rclk=1
Nas Bilişim ve Danışmanlık Hiz. Burak ÖĞRENİR,"Ömerağa, Alemdar Cd. No:34/72, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/Ayat+Bili%C5%9Fim+%C4%B0zmit/data=!4m7!3m6!1s0x14cb45c6bdf39c07:0xafe90a347f52486a!8m2!3d40.7628756!4d29.9224865!16s%2Fg%2F11n094mql3!19sChIJB5zzvcZFyxQRakhSfzQK6a8?authuser=0&hl=tr&rclk=1
Nas Bilişim ve Danışmanlık Hiz. Burak ÖĞRENİR,"Ömerağa, Alemdar Cd. No:34/72, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/Ofis+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb45668b155555:0x5d118a9d80061788!8m2!3d40.7647474!4d29.9391556!16s%2Fg%2F11fnqt6622!19sChIJVVUVi2ZFyxQRiBcGgJ2KEV0?authuser=0&hl=tr&rclk=1
Nas Bilişim ve Danışmanlık Hiz. Burak ÖĞRENİR,"Ömerağa, Alemdar Cd. No:34/72, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/Nas+Bili%C5%9Fim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Hiz.+Burak+%C3%96%C4%9EREN%C4%B0R/data=!4m7!3m6!1s0x14cb457f8d457013:0xcd3a756005cfb09b!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F11c2y8sqkh!19sChIJE3BFjX9FyxQRm7DPBWB1Os0?authuser=0&hl=tr&rclk=1
ServisX Elektronik Bilgisayar ve Oto Ses Görüntü Sistemleri,"Cedit, Leyla Atakan Cd. No:45, 41100 İzmit/Kocaeli",(0262) 321 19 19,,http://www.servisx.com.tr/,https://www.google.com/maps/place/Planet+Teknoloji/data=!4m7!3m6!1s0x14cb4f91ca246b5f:0x8f0e827b648d4751!8m2!3d40.7721967!4d29.942252!16s%2Fg%2F1vh7jwnt!19sChIJX2skypFPyxQRUUeNZHuCDo8?authuser=0&hl=tr&rclk=1
X Teknik Servis,"Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza D:9/3 No:105 Kat: 1, 41300 İzmit/Kocaeli",0534 367 30 97,,http://www.instagram.com/xteknikservis,https://www.google.com/maps/place/Bilgi%C3%A7+Bili%C5%9Fim+-+%C4%B0zmit+Bilgisayar+Servisi+-+%C4%B0zmit+Bilgisayar+Tamiri/data=!4m7!3m6!1s0x14cb4fd2f4257c59:0x38efb8749160006e!8m2!3d40.870853!4d29.8504346!16s%2Fg%2F11qqfm3grx!19sChIJWXwl9NJPyxQRbgBgkXS47zg?authuser=0&hl=tr&rclk=1
X Teknik Servis,"Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza D:9/3 No:105 Kat: 1, 41300 İzmit/Kocaeli",0534 367 30 97,,http://www.instagram.com/xteknikservis,https://www.google.com/maps/place/ServisX+Elektronik+Bilgisayar+ve+Oto+Ses+G%C3%B6r%C3%BCnt%C3%BC+Sistemleri/data=!4m7!3m6!1s0x14cb4f875ba34d61:0x46ebe9cd5095faa6!8m2!3d40.7664381!4d29.9346909!16s%2Fg%2F11f04x567y!19sChIJYU2jW4dPyxQRpvqVUM3p60Y?authuser=0&hl=tr&rclk=1
Özdil Yazılım Film Yapım Yayın Danışmanlık Organizasyon ve Reklâm Hizmetleri,"No:69, Kozluk, Sait Faik Sk., 41200",0535 418 30 31,"micah@micahrich.com, filler@godaddy.com, ozdils@gmail.com, ozdilfilm@gmail.com",https://ozdilsa.godaddysites.com/,https://www.google.com/maps/place/X+Teknik+Servis/data=!4m7!3m6!1s0x14cb4f631c0764bb:0x9d8704d773efca3a!8m2!3d40.7653177!4d29.9295092!16s%2Fg%2F11h8j_2bvw!19sChIJu2QHHGNPyxQROsrvc9cEh50?authuser=0&hl=tr&rclk=1
Bytek Teknoloji,"Ömerağa mahallesi A.Yüksel Cd.Belsa plaza, no 104, 41100 İzmit/Kocaeli",(0262) 333 00 19,,http://www.bytek.net/,https://www.google.com/maps/place/GAMINO+TEKNOLOJ%C4%B0+YATIRIM+A.%C5%9E./data=!4m7!3m6!1s0x14cb4ffe81d5b47d:0x977cba1d3f1da0c5!8m2!3d40.7677922!4d29.9585572!16s%2Fg%2F11ppv1kz3n!19sChIJfbTVgf5PyxQRxaAdPx26fJc?authuser=0&hl=tr&rclk=1
Eras Dijital,,0850 309 6841,,N/A,https://www.google.com/maps/place/%C3%96zdil+Yaz%C4%B1l%C4%B1m+Film+Yap%C4%B1m+Yay%C4%B1n+Dan%C4%B1%C5%9Fmanl%C4%B1k+Organizasyon+ve+Rekl%C3%A2m+Hizmetleri/data=!4m7!3m6!1s0x14cb458f5333dd5d:0x81d8c4310c8eb43f!8m2!3d40.766592!4d29.91611!16s%2Fg%2F1q5hrjc62!19sChIJXd0zU49FyxQRP7SODDHE2IE?authuser=0&hl=tr&rclk=1
kodarge,"Sanayi, Gençler Sk. No:1, 41040 İzmit/Kocaeli",0531 254 81 78,,http://kodarge.com/,https://www.google.com/maps/place/Bytek+Teknoloji/data=!4m7!3m6!1s0x14cb4f81aaaaaab7:0x50fd580c9f47fc77!8m2!3d40.7642431!4d29.9297247!16s%2Fg%2F11b77pvrw9!19sChIJt6qqqoFPyxQRd_xHnwxY_VA?authuser=0&hl=tr&rclk=1
kodarge,"Sanayi, Gençler Sk. No:1, 41040 İzmit/Kocaeli",0531 254 81 78,,http://kodarge.com/,https://www.google.com/maps/place/Eras+Dijital/data=!4m7!3m6!1s0x8416ffb59aeb60d1:0x38b8743a392a8622!8m2!3d39.0863079!4d35.1293295!16s%2Fg%2F11vlc279tc!19sChIJ0WDrmrX_FoQRIoYqOTp0uDg?authuser=0&hl=tr&rclk=1
UbitIQ,"Kadıköy, Bahri Çakır Sk. 8/A, 41050 İzmit/Kocaeli",,bilgi@ubitiq.com,http://ubitiq.com/,https://www.google.com/maps/place/kodarge/data=!4m7!3m6!1s0x14cb455eddfcd0af:0x1d8c70d68ddd3f0c!8m2!3d40.7556851!4d29.9551788!16s%2Fg%2F11t2b48gy0!19sChIJr9D83V5FyxQRDD_djdZwjB0?authuser=0&hl=tr&rclk=1
Irmak Bilgisayar,"Ömerağa, Belsa Sk. No:32, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Milestone+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+3d+bask%C4%B1+ve+makina/data=!4m7!3m6!1s0x14cb455e67c7d673:0x7b5c70193e262a7b!8m2!3d40.75531!4d29.953175!16s%2Fg%2F11c53h7_fg!19sChIJc9bHZ15FyxQReyomPhlwXHs?authuser=0&hl=tr&rclk=1
Proser Bilişim Teknolojileri,"D-130 Karayolu Cad. No:224 K:1, Vezirçiftliği, D130 Karayolu Cd No:228, 41140 Başiskele/Kocaeli",(0262) 239 44 55,bilgi@proserbilisim.com.tr,http://www.proserbilisim.com.tr/,https://www.google.com/maps/place/UbitIQ/data=!4m7!3m6!1s0x14cb4f9292a15883:0x29796d79565b1c15!8m2!3d40.7704484!4d29.9486722!16s%2Fg%2F11vj44xyq9!19sChIJg1ihkpJPyxQRFRxbVnlteSk?authuser=0&hl=tr&rclk=1
Proser Bilişim Teknolojileri,"D-130 Karayolu Cad. No:224 K:1, Vezirçiftliği, D130 Karayolu Cd No:228, 41140 Başiskele/Kocaeli",(0262) 239 44 55,bilgi@proserbilisim.com.tr,http://www.proserbilisim.com.tr/,https://www.google.com/maps/place/Irmak+Bilgisayar/data=!4m7!3m6!1s0x14cb457fe5129613:0x1e612032dcfddb08!8m2!3d40.7652338!4d29.9287215!16s%2Fg%2F11c2cqcjnw!19sChIJE5YS5X9FyxQRCNv93DIgYR4?authuser=0&hl=tr&rclk=1
Ziro,"Kemalpaşa, Cumhuriyet Cd. No:21/2, 41000 İzmit/Kocaeli",0850 305 4116,info@ziro.com.tr,https://ziro.com.tr/,https://www.google.com/maps/place/Proser+Bili%C5%9Fim+Teknolojileri/data=!4m7!3m6!1s0x14cb4700dd0c61e7:0x1f792933e5de12ee!8m2!3d40.7494416!4d29.9593642!16s%2Fg%2F1tfy50rw!19sChIJ52EM3QBHyxQR7hLe5TMpeR8?authuser=0&hl=tr&rclk=1
SOYDAN BİLİŞİM - Salih SOYDAN,"Damlar Mahallesi Alacahan Sokak Ihlamur Konakları, B Blok, 41000 Başiskele/Kocaeli",0532 460 81 18,cid_411042407@23102007-1528.gif,http://www.soydanbilisim.com/,https://www.google.com/maps/place/Ludusco/data=!4m7!3m6!1s0x14cb4fe498ea6e1b:0x443ba7a24cc7b116!8m2!3d40.7648586!4d29.9674951!16s%2Fg%2F11vjr63gbv!19sChIJG27qmORPyxQRFrHHTKKnO0Q?authuser=0&hl=tr&rclk=1
SOYDAN BİLİŞİM - Salih SOYDAN,"Damlar Mahallesi Alacahan Sokak Ihlamur Konakları, B Blok, 41000 Başiskele/Kocaeli",0532 460 81 18,info@essentebilisim.com,http://essentebilisim.com/4-is-ortaklarimiz-EssenteBilisimKurumsal.aspx,https://www.google.com/maps/place/Ziro/data=!4m7!3m6!1s0x14cb45ed7bea24c5:0x8c6fcb1b1398189b!8m2!3d40.7628305!4d29.9225392!16s%2Fg%2F11w9cm4lpg!19sChIJxSTqe-1FyxQRmxiYExvLb4w?authuser=0&hl=tr&rclk=1
Limon Akademi,"İşhanı No:48, Ömerağa, Alemdar Cd., 41100 İzmit/Kocaeli",(0262) 325 33 03,,N/A,https://www.google.com/maps/place/SOYDAN+B%C4%B0L%C4%B0%C5%9E%C4%B0M+-+Salih+SOYDAN/data=!4m7!3m6!1s0x14cb430f9de8fb41:0x7497ed15b5bd324f!8m2!3d40.6949715!4d29.9142036!16s%2Fg%2F11bxfz6zpw!19sChIJQfvonQ9DyxQRTzK9tRXtl3Q?authuser=0&hl=tr&rclk=1
1453 Bilişim Sistemleri,"Yenişehir, Şht. Selçuk Gökdağ Sk., 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Essente+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f8047531c47:0xa45797340a2bef76!8m2!3d40.7671485!4d29.9292735!16s%2Fg%2F11flz3_50h!19sChIJRxxTR4BPyxQRdu8rCjSXV6Q?authuser=0&hl=tr&rclk=1
1453 Bilişim Sistemleri,,0543 571 70 63,,http://callforsoft.com/,https://www.google.com/maps/place/Limon+Akademi/data=!4m7!3m6!1s0x14cb457f69955225:0xf3a336bed13abafd!8m2!3d40.762454!4d29.928703!16s%2Fg%2F11cjkq70jv!19sChIJJVKVaX9FyxQR_bo60b42o_M?authuser=0&hl=tr&rclk=1
