Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Aksesuar Kapında Kocaeli,"Çınarlı, Kamuran Cd. no:27, 41900 Derince/Kocaeli",0530 688 99 41,,https://www.instagram.com/aksesuarkapindakocaeli/,https://www.google.com/maps/place/Turkcell+%C4%B0leti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb456151f64419:0x1e1affa3cc6eadd3!8m2!3d40.7536224!4d29.9473065!16s%2Fg%2F11c5bmbhdq!19sChIJGUT2UWFFyxQR061uzKP_Gh4?authuser=0&hl=tr&rclk=1
GSM Market Marmara,"Ömerağa, Akça Cami Cd. No:23/D, 41300 İzmit/Kocaeli",(0262) 324 74 44,,http://gsmmarketmarmara.sahibinden.com/,https://www.google.com/maps/place/H%C3%BCner+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4ff2c66cf54b:0x389affbf031c732!8m2!3d40.7672325!4d29.9519024!16s%2Fg%2F1hc46h3m3!19sChIJS_VsxvJPyxQRMscx8PuviQM?authuser=0&hl=tr&rclk=1
SZR TEKNOLOJİ VE İLETİŞİM HİZMETLERİ,"Yenişehir, Turan Güneş Cd. no:310/A, 41050 İzmit/Kocaeli",(0262) 321 55 55,,https://www.facebook.com/SZR-Teknoloji-ve-%C4%B0leti%C5%9Fim-Hizmetleri-1006335609445770/?ref=bookmarks,https://www.google.com/maps/place/Aksesuar+Kap%C4%B1nda+Kocaeli/data=!4m7!3m6!1s0x14cb47df47068ca9:0xf919cfb1354f2d61!8m2!3d40.770726!4d29.842791!16s%2Fg%2F11wpbccg1_!19sChIJqYwGR99HyxQRYS1PNbHPGfk?authuser=0&hl=tr&rclk=1
Doruk iletisim kocaeli,"D100 karayolu symbol avm, 41030 Başiskele/Kocaeli",0533 482 20 20,upcall-copy@3x.png,https://www.turkcell.com.tr/giris?authn_try_count=1&contextType=external&username=string&initial_command=NONE&contextValue=/oam&password=sercure_string&challenge_url=/giris&request_id=2202917740379107424&PLUGIN_CLIENT_RESPONSE=preload_attempt=2&p_error_code=OAM-2&p_error_codes_list=OAM-2&locale=tr&resource_url=%2Ftr%2Fhakkimizda%2Filetisim%2Fturkcell-iletisim-merkezleri,https://www.google.com/maps/place/GSM+Market+Marmara/data=!4m7!3m6!1s0x14cb4f14aca04b6d:0xc6e0b3aa126e5cb0!8m2!3d40.7657919!4d29.9293953!16s%2Fg%2F11pxlg0zwp!19sChIJbUugrBRPyxQRsFxuEqqz4MY?authuser=0&hl=tr&rclk=1
DMR ithalat TOPTAN AKSESUAR İZMİT ŞUBESİ,"Karabaş, Leyla Atakan Cd. 33/b, 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/SZR+TEKNOLOJ%C4%B0+VE+%C4%B0LET%C4%B0%C5%9E%C4%B0M+H%C4%B0ZMETLER%C4%B0/data=!4m7!3m6!1s0x14cb4fef8bc3035f:0x5d27b1bf704fb401!8m2!3d40.7755406!4d29.9624949!16s%2Fg%2F11fm9n3gw2!19sChIJXwPDi-9PyxQRAbRPcL-xJ10?authuser=0&hl=tr&rclk=1
Turkcell İletişim Merkezi,"Ömerağa, Hürriyet Cd. NO:123/A, 41300 İzmit/Kocaeli",(0262) 323 07 07,"gnc-icon@2x.png, fizy-icon@2x.png, upcall-icon@2x.png, bip-icon@2x.png",https://www.turkcell.com.tr/,https://www.google.com/maps/place/Doruk+iletisim+kocaeli/data=!4m7!3m6!1s0x14cb500381369d37:0x56137b6f741d3d22!8m2!3d40.758029!4d29.9795779!16s%2Fg%2F11h0td6r6x!19sChIJN502gQNQyxQRIj0ddG97E1Y?authuser=0&hl=tr&rclk=1
TURKCELL SUPERONLINE CELLNET,"Körfez, Yüce Rıfat Sk. No:56, 41100 İzmit/Kocaeli",(0262) 888 70 03,,http://www.cellnet.com.tr/,https://www.google.com/maps/place/DMR+ithalat+TOPTAN+AKSESUAR+%C4%B0ZM%C4%B0T+%C5%9EUBES%C4%B0/data=!4m7!3m6!1s0x14cb4f0061e0f58d:0x96bbaabf66f57302!8m2!3d40.765143!4d29.9342368!16s%2Fg%2F11lcvxsq1p!19sChIJjfXgYQBPyxQRAnP1Zr-qu5Y?authuser=0&hl=tr&rclk=1
Bicat-Telekom,"Alikahya Fatih, Seymen Cd. No:13, 41310 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Turkcell+%C4%B0leti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb45b33955b367:0xd6d8307a9c5ccebb!8m2!3d40.763732!4d29.926435!16s%2Fg%2F11y2h7k9sr!19sChIJZ7NVObNFyxQRu85cnHow2NY?authuser=0&hl=tr&rclk=1
Türk Telekom,"Arastapark AVM, Yahyakaptan, Akasyalar Cd. No:24/1, 41050 İzmit/Kocaeli",444 1 444,,https://www.turktelekom.com.tr/,https://www.google.com/maps/place/TURKCELL+SUPERONLINE+CELLNET/data=!4m7!3m6!1s0x14cb4ff4a8f71e17:0xe96520fb1a3c9025!8m2!3d40.763804!4d29.9516672!16s%2Fg%2F11cls6_jg4!19sChIJFx73qPRPyxQRJZA8GvsgZek?authuser=0&hl=tr&rclk=1
Cephane İletişim,"Ömerağa, Akça Cami Cd. 19/B, 41100 İzmit/Kocaeli",0541 838 85 16,,N/A,https://www.google.com/maps/place/Bicat-Telekom/data=!4m7!3m6!1s0x14cb511d7c92ef17:0x72918bd3161f72e!8m2!3d40.7754299!4d29.977781!16s%2Fg%2F11hn6k3v7h!19sChIJF--SfB1RyxQRLvdhMb0YKQc?authuser=0&hl=tr&rclk=1
Dora Bilişim Ve İletişim,"Uğur apart, Karabaş, Leyla Atakan Cd. D:23/A, 41040 İzmit/Kocaeli",0554 141 36 72,,N/A,https://www.google.com/maps/place/T%C3%BCrk+Telekom/data=!4m7!3m6!1s0x14b60e8e201dd161:0x4a7b4ac60b927fce!8m2!3d40.7664548!4d29.9764353!16s%2Fg%2F11bycldl1z!19sChIJYdEdII4OthQRzn-SC8ZKe0o?authuser=0&hl=tr&rclk=1
Mir Gsm,,0539 664 66 27,,N/A,https://www.google.com/maps/place/Cephane+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb452003c2c077:0xb4ea43f347bcf497!8m2!3d40.7657662!4d29.9289358!16s%2Fg%2F11g1lsk0qc!19sChIJd8DCAyBFyxQRl_S8R_ND6rQ?authuser=0&hl=tr&rclk=1
Blue Teknoloji,"Karabaş, İnönü Cd. No:236/C, 41040 İzmit/Kocaeli",0542 459 79 68,,N/A,https://www.google.com/maps/place/Dora+Bili%C5%9Fim+Ve+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4f6c29529b63:0x4647de90c5cdcf7b!8m2!3d40.7645777!4d29.9344282!16s%2Fg%2F11f7r202x3!19sChIJY5tSKWxPyxQRe8_NxZDeR0Y?authuser=0&hl=tr&rclk=1
hi-phone smart service,"Ömerağa, 41100 İzmit/Kocaeli",0553 103 19 00,,N/A,https://www.google.com/maps/place/Mir+Gsm/data=!4m7!3m6!1s0x14cb4f800abd70f7:0x6afb7a2b80f765b!8m2!3d39.0863079!4d35.1293295!16s%2Fg%2F11gj_n18kn!19sChIJ93C9CoBPyxQRW3YPuKK3rwY?authuser=0&hl=tr&rclk=1
Tim-Anacadde Ustu,"Doruk Kocaeli Iletisim.hizm.telekom.it.ih.s.tic.ltd., Omeraga MAH. Alemdar CAD. NO: 24 Izmit, İzmit, 41300 Kocaeli/Ömerağa Mh.",(0288) 214 00 04,,N/A,https://www.google.com/maps/place/Blue+Teknoloji/data=!4m7!3m6!1s0x14cb4f378fe449ad:0x6df6cdd698b5009c!8m2!3d40.7660774!4d29.931364!16s%2Fg%2F11t3h00p3w!19sChIJrUnkjzdPyxQRnAC1mNbN9m0?authuser=0&hl=tr&rclk=1
Kocaeli Bilgisayar Telefon Tablet Tamiri | Online Onarim,"Köseköy, Ak Sk. no:4, 41250 Kartepe/Kocaeli",0541 346 33 92,,N/A,https://www.google.com/maps/place/hi-phone+smart+service/data=!4m7!3m6!1s0x14cb45131b0c3459:0x121702b4fe0d392f!8m2!3d40.7685945!4d29.9079131!16s%2Fg%2F11lkwpnskf!19sChIJWTQMGxNFyxQRLzkN_rQCFxI?authuser=0&hl=tr&rclk=1
Telekomünikasyon,"Sahil, Güvenlik Cd. NO:12, 41090 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Tim-Anacadde+Ustu/data=!4m7!3m6!1s0x14cb4fe324487051:0xb5606c92375101f7!8m2!3d40.7639149!4d29.9706641!16s%2Fg%2F11bzz_gqtq!19sChIJUXBIJONPyxQR9wFRN5JsYLU?authuser=0&hl=tr&rclk=1
Minatek İletişim,"Karabaş, Hürriyet Cd. No: 139A, 41110 İzmit/Kocaeli",0552 614 42 23,,N/A,https://www.google.com/maps/place/Kocaeli+Bilgisayar+Telefon+Tablet+Tamiri+%7C+Online+Onarim/data=!4m7!3m6!1s0x14cb5a9cdbf441bf:0xcb3ff3c01f3951ea!8m2!3d40.7398779!4d30.0061562!16s%2Fg%2F11dxb0hlb1!19sChIJv0H025xayxQR6lE5H8DzP8s?authuser=0&hl=tr&rclk=1
SAMSUNG 41 BURDA AVM,"Sanayi, Ömer Türkçakal Blv. No:7 No:7, 41000 İzmit/Kocaeli",(0262) 290 89 83,ozler@ozlerticaret.com.tr,http://www.ozlerticaret.com.tr/,https://www.google.com/maps/place/Telekom%C3%BCnikasyon/data=!4m7!3m6!1s0x14cb44f57898de31:0x90656576190c3f71!8m2!3d40.7127295!4d29.928257!16s%2Fg%2F11j8lzxq_y!19sChIJMd6YePVEyxQRcT8MGXZlZZA?authuser=0&hl=tr&rclk=1
CepCenter,"Tepecik, Fethiye Cd. No:43, 41200 İzmit/Kocaeli",0532 066 41 50,,https://cepcenterr.sahibinden.com/,https://www.google.com/maps/place/Minatek+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4578bcedc919:0xec0a369b3eff2c31!8m2!3d40.764182!4d29.9310577!16s%2Fg%2F11j99pbb2g!19sChIJGcntvHhFyxQRMSz_Pps2Cuw?authuser=0&hl=tr&rclk=1
Ay Teknik Servis,"Kemalpaşa, Şahabettin Bilgisu Cd. No:72 D:116, 41300 İzmit/Kocaeli",0553 974 18 56,,N/A,https://www.google.com/maps/place/SAMSUNG+41+BURDA+AVM/data=!4m7!3m6!1s0x14cb4561246d7555:0x5ff1cf68dae78c04!8m2!3d40.7564857!4d29.9473137!16s%2Fg%2F11c1wycckz!19sChIJVXVtJGFFyxQRBIzn2mjP8V8?authuser=0&hl=tr&rclk=1
Kocaeli Gsm Market,"Tepecik, 41200 İzmit/Kocaeli",,,https://gsmmarket.sahibinden.com/,https://www.google.com/maps/place/CepCenter/data=!4m7!3m6!1s0x14cb45801bbefaa5:0x8c0a30f972c6e7c9!8m2!3d40.7651961!4d29.9258078!16s%2Fg%2F11w3l_ggpy!19sChIJpfq-G4BFyxQRyefGcvkwCow?authuser=0&hl=tr&rclk=1
Alper İletişim,"28 Haziran, Deliloğlu Cad./dere Sok. No:16 D:1, 41060 Gölcük/Kocaeli (Izmit)",(0262) 426 94 70,,N/A,https://www.google.com/maps/place/Ay+Teknik+Servis/data=!4m7!3m6!1s0x14cb4550cf832f69:0x99ab6149fffa6802!8m2!3d40.7623217!4d29.9281945!16s%2Fg%2F11fsj7n71n!19sChIJaS-Dz1BFyxQRAmj6_0lhq5k?authuser=0&hl=tr&rclk=1
ÖMR İLETİŞİM,"Ömerağa, İnönü Cd. 192/A, 41000 İzmit/Kocaeli",0545 351 24 04,,N/A,https://www.google.com/maps/place/Kocaeli+Gsm+Market/data=!4m7!3m6!1s0x14cb4580f7f7b5f9:0xd7d1d1200acc4582!8m2!3d40.765226!4d29.9248478!16s%2Fg%2F11gpgslg4v!19sChIJ-bX394BFyxQRgkXMCiDR0dc?authuser=0&hl=tr&rclk=1
İZMİT EMBA İLETİŞİM TEKNOLOJİ,"Ömerağa, Akça Cami Cd., No:1F İzmit/Kocaeli",0538 540 00 53,,http://embailetisimteknolojikocaeli.sahibinden.com/,https://www.google.com/maps/place/Alper+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb3f5be92f3733:0x4f1ca6546bea654f!8m2!3d40.7747148!4d29.9499548!16s%2Fg%2F1hc8gf2w4!19sChIJMzcv6Vs_yxQRT2Xqa1SmHE8?authuser=0&hl=tr&rclk=1
TECHNORYUM,"Mimar Sinan, Mehmet Akif Ersoy Cd. No:77, 41780 Belen/Kocaeli",0533 049 29 41,,N/A,https://www.google.com/maps/place/%C3%96MR+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f086d73b517:0x60f2e187fdc00576!8m2!3d40.765791!4d29.929467!16s%2Fg%2F11mhhqzgvk!19sChIJF7VzbQhPyxQRdgXA_Yfh8mA?authuser=0&hl=tr&rclk=1
MARS GSM,"Sanayi, Ömer Türkçakal Blv., 41100 İzmit/Kocaeli",0541 331 01 01,,https://marsgsm.sahibinden.com/,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+EMBA+%C4%B0LET%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0/data=!4m7!3m6!1s0x14cb457ffa1086df:0x5f3910fc39f443d4!8m2!3d40.7656251!4d29.9283158!16s%2Fg%2F11fmdls_q5!19sChIJ34YQ-n9FyxQR1EP0OfwQOV8?authuser=0&hl=tr&rclk=1
Gem İletişim,"Karabaş, Leyla Atakan Cd. No:14 D:C, 41040 İzmit/Kocaeli",(0262) 324 36 36,,N/A,https://www.google.com/maps/place/TECHNORYUM/data=!4m7!3m6!1s0x14cb39b0b3c7b719:0x5307d902b4b6aa68!8m2!3d40.772522!4d29.74184!16s%2Fg%2F11j93yj8qd!19sChIJGbfHs7A5yxQRaKq2tALZB1M?authuser=0&hl=tr&rclk=1
GENERAL MOBILE KOCAELİ YETKİLİ SERVİSİ,"Ömerağa, Alemdar Cd. No:34, 41300 İzmit/Kocaeli",(0262) 331 63 63,,http://iletkom.com/,https://www.google.com/maps/place/MARS+GSM/data=!4m7!3m6!1s0x14cb451629373db7:0x5460d0275df367a3!8m2!3d40.7536197!4d29.9473234!16s%2Fg%2F11w8sjqz_5!19sChIJtz03KRZFyxQRo2fzXSfQYFQ?authuser=0&hl=tr&rclk=1
41Cell İletişim,"Barbaros, Pınar Cd. No:49/A, 41090 Başiskele/Kocaeli",0541 639 41 41,,N/A,https://www.google.com/maps/place/Gem+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb457dedf16cc3:0x3e78ddec05b4a6af!8m2!3d40.763789!4d29.9345034!16s%2Fg%2F1hc1m4t8s!19sChIJw2zx7X1FyxQRr6a0BezdeD4?authuser=0&hl=tr&rclk=1
Ekran Terapisi İzmit Şube,"SOYDAN İŞ MERKEZİ, Ömerağa, Alemdar Cd. No: 34 Zemin Kat No:4, 41300 İzmit/Kocaeli",0536 416 11 29,,N/A,https://www.google.com/maps/place/GENERAL+MOBILE+KOCAEL%C4%B0+YETK%C4%B0L%C4%B0+SERV%C4%B0S%C4%B0/data=!4m7!3m6!1s0x14cb457f8d457013:0xe4eb2c2caa14bf99!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F11hzxjf_55!19sChIJE3BFjX9FyxQRmb8Uqiws6-Q?authuser=0&hl=tr&rclk=1
M 2 M BİLİŞİM TEKNOLOJİLERİ,"28 HAZIRAN MAH.TURAN GUNES CAD 301 / b turkcell 28 HAZIRAN MAH.TURAN GUNES CAD, turkcell 301 / b, 41400 Kocaeli",0532 691 85 27,,https://www.instagram.com/bizdenistegelsin/,https://www.google.com/maps/place/41Cell+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb45cc991dd00d:0xf8007d08f6990599!8m2!3d40.7110712!4d29.9323969!16s%2Fg%2F11f8fwbvsh!19sChIJDdAdmcxFyxQRmQWZ9gh9APg?authuser=0&hl=tr&rclk=1
Kıvanç iletişim,"atakan apartmani, Karabaş, Leyla Atakan Cd. no:17, 41040 İzmit/Kocaeli",0537 464 13 78,,N/A,https://www.google.com/maps/place/Ekran+Terapisi+%C4%B0zmit+%C5%9Eube/data=!4m7!3m6!1s0x14cb45002ffeca63:0x354542a9b6db554c!8m2!3d40.764594!4d29.9284436!16s%2Fg%2F11y9qmqz15!19sChIJY8r-LwBFyxQRTFXbtqlCRTU?authuser=0&hl=tr&rclk=1
ÇARŞI İLETİSİM,"ÖMERAĞA MAHALLESİ,ABDURRAHMAN YÜKSEL CADDESİ BELSA PLAZA İŞ HANI.NO:142 2.KAT ORTA SIRA, 41310 İzmit/Kocaeli",0537 883 72 54,,N/A,https://www.google.com/maps/place/M+2+M+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0LER%C4%B0/data=!4m7!3m6!1s0x14cb4fc2f47524f3:0x51f628b6805d2842!8m2!3d40.7727293!4d29.9526499!16s%2Fg%2F11g1gmw25s!19sChIJ8yR19MJPyxQRQihdgLYo9lE?authuser=0&hl=tr&rclk=1
Türk Telekom,"Ömerağa, İnönü Cd. No:190, 41300 İzmit/Kocaeli",,,https://www.turktelekom.com.tr/,https://www.google.com/maps/place/K%C4%B1van%C3%A7+ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb4f87598358fd:0x6a84e230eebb7cb2!8m2!3d40.763488!4d29.9346715!16s%2Fg%2F11hcknd4ql!19sChIJ_ViDWYdPyxQRsny77jDihGo?authuser=0&hl=tr&rclk=1
AGN Mobil - Telefon alım satım - İzmit Telefoncu - Telefon tamircisi - Teknik Servis -,"Ömerağa, Akça Cami Cd. No:11A, 41300 İzmit/Kocaeli",0539 230 42 74,,https://www.instagram.com/agn_mobil?igsh=MXQwOXYzNHpkZGpj,https://www.google.com/maps/place/%C3%87AR%C5%9EI+%C4%B0LET%C4%B0S%C4%B0M/data=!4m7!3m6!1s0x14cb451a841b92ff:0x290b9864ef35e74c!8m2!3d40.7652744!4d29.9289679!16s%2Fg%2F11fsnc07c3!19sChIJ_5IbhBpFyxQRTOc172SYCyk?authuser=0&hl=tr&rclk=1
"Mobile Expert-Cep Telefon, Tablet Teknik Servis","vakıf bank ATM si yanı, Ömer Ağa Mahallesi Abdurrahman yüksel caddesi, İzmit belediyesi arkası belsa plaza no:8 D:7.blok, 41310 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/T%C3%BCrk+Telekom/data=!4m7!3m6!1s0x14caddc0cba041af:0xf66743936a295e61!8m2!3d40.7658402!4d29.9294689!16s%2Fg%2F11gdqcxn7w!19sChIJr0Ggy8DdyhQRYV4papNDZ_Y?authuser=0&hl=tr&rclk=1
Lider Telefon Premium,"Ömerağa, İnönü Cd. 170/A, 41001 İzmit/Kocaeli",0546 266 24 24,,https://youtube.com/@lidertelefon4141?si=xekDGUQNy-R-YMQR,https://www.google.com/maps/place/AGN+Mobil+-+Telefon+al%C4%B1m+sat%C4%B1m+-+%C4%B0zmit+Telefoncu+-+Telefon+tamircisi+-+Teknik+Servis+-/data=!4m7!3m6!1s0x14cb4f8070f10015:0x12b5ea284a2981b9!8m2!3d40.7656335!4d29.9285194!16s%2Fg%2F11f4pfrf77!19sChIJFQDxcIBPyxQRuYEpSijqtRI?authuser=0&hl=tr&rclk=1
Kalite Iletişim,"Karabaş, İnönü Cd. No:234, 41040 İzmit/Kocaeli",0532 634 01 01,,N/A,"https://www.google.com/maps/place/Mobile+Expert-Cep+Telefon,+Tablet+Teknik+Servis/data=!4m7!3m6!1s0x14cb457fd0055573:0xa3c4e66bc0d76948!8m2!3d40.7659063!4d29.9297344!16s%2Fg%2F11c1wl73tc!19sChIJc1UF0H9FyxQRSGnXwGvmxKM?authuser=0&hl=tr&rclk=1"
Telefon Hastanesi Başiskele,"Yeşilyurt, Çuhadar Cd. D:no 15, 41190 Başiskele/Kocaeli",0543 955 71 71,,N/A,https://www.google.com/maps/place/Lider+Telefon+Premium/data=!4m7!3m6!1s0x14cb45ecb8a50c9b:0xf9abbfcf0980b8ff!8m2!3d40.7656676!4d29.9283754!16s%2Fg%2F11kqcjwwdn!19sChIJmwyluOxFyxQR_7iACc-_q_k?authuser=0&hl=tr&rclk=1
Cep park iletişim,"Ömerağa, Naci Girgin Sk. no:11/A, 41050 İzmit/Kocaeli",0534 933 23 03,,N/A,https://www.google.com/maps/place/Kalite+Ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb4f808c5a831f:0x18189be38281abc3!8m2!3d40.7661362!4d29.9311825!16s%2Fg%2F11h0mw8tgl!19sChIJH4NajIBPyxQRw6uBguObGBg?authuser=0&hl=tr&rclk=1
Emirhan Gsm 🍏,,0543 608 49 59,,N/A,https://www.google.com/maps/place/Telefon+Hastanesi+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb44e05a723a25:0x60021e7aef3cb97!8m2!3d40.7210592!4d29.9487524!16s%2Fg%2F11hcz1g0_t!19sChIJJTpyWuBEyxQRl8vzruchAAY?authuser=0&hl=tr&rclk=1
savan telefon hastanesi,"Çenedağ, Denizciler Cd. 68/b, 41900 Derince/Kocaeli",0537 579 57 02,,N/A,https://www.google.com/maps/place/Cep+park+ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb454dde6b6dd1:0x9dd17d1e81507e9c!8m2!3d40.7626977!4d29.9278561!16s%2Fg%2F11fm_72q10!19sChIJ0W1r3k1FyxQRnH5QgR590Z0?authuser=0&hl=tr&rclk=1
Telefon Hastanesi,"Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza D:3/4 blok, No:14, 41300 İzmit/Kocaeli",0537 238 34 84,,N/A,https://www.google.com/maps/place/Emirhan+Gsm+%F0%9F%8D%8F/data=!4m7!3m6!1s0x14cb45a86d01d6b9:0x3ffcdedefae86ec9!8m2!3d40.8136605!4d29.8300515!16s%2Fg%2F11lw385mxb!19sChIJudYBbahFyxQRyW7o-t7e_D8?authuser=0&hl=tr&rclk=1
levent bilişim teknolojileri,"Yenişehir, Turan Güneş Cd. no:260, 41050 İzmit/Kocaeli",0532 732 00 85,,N/A,https://www.google.com/maps/place/savan+telefon+hastanesi/data=!4m7!3m6!1s0x14cb4778cade3f67:0x47ce29baadeb9d35!8m2!3d40.7578121!4d29.8316488!16s%2Fg%2F11r7f57jy1!19sChIJZz_eynhHyxQRNZ3rrbopzkc?authuser=0&hl=tr&rclk=1
Cep Teknik belsa,"Belsa plaza zemin kat (arçelik karşısı) no.79, 41040 İzmit/Kocaeli",0545 679 71 65,,N/A,https://www.google.com/maps/place/Telefon+Hastanesi/data=!4m7!3m6!1s0x14cb4559c680fbe7:0x27e1fd191be0a729!8m2!3d40.7652031!4d29.9296393!16s%2Fg%2F11svpx4sm8!19sChIJ5_uAxllFyxQRKafgGxn94Sc?authuser=0&hl=tr&rclk=1
ZEYBEK İLETİŞİM,"Ömerağa, İnönü Cd. No:208 D:A, 41900 İzmit/Kocaeli",0538 203 34 59,,N/A,https://www.google.com/maps/place/levent+bili%C5%9Fim+teknolojileri/data=!4m7!3m6!1s0x14cb4594c84f9ced:0x9a4a33185670978b!8m2!3d40.7724984!4d29.9546543!16s%2Fg%2F11sfw2_t8_!19sChIJ7ZxPyJRFyxQRi5dwVhgzSpo?authuser=0&hl=tr&rclk=1
Genç İletişim,"Karabaş, Leyla Atakan Cd. No:31, 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Cep+Teknik+belsa/data=!4m7!3m6!1s0x14cb457fc1519549:0xe77922732c048490!8m2!3d40.764709!4d29.9295807!16s%2Fg%2F11hbkb476f!19sChIJSZVRwX9FyxQRkIQELHMieec?authuser=0&hl=tr&rclk=1
Famu telefon aksesuar,"karabaş mahallesi istiklal caddesi ikizliçeşme sokak no1b, 41650 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/ZEYBEK+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f9084ad19bd:0xe88f8aceae01d0be!8m2!3d40.7659066!4d29.9299238!16s%2Fg%2F11vzqh90g4!19sChIJvRmthJBPyxQRvtABrs6Kj-g?authuser=0&hl=tr&rclk=1
M o B i L £,"Doğan, Hasan Atakan Cd. No:28, 41100 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Gen%C3%A7+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4fdecf150a9b:0xdd9d31a67c48dc41!8m2!3d40.7649128!4d29.9342274!16s%2Fg%2F11l3p5h4m4!19sChIJmwoVz95PyxQRQdxIfKYxnd0?authuser=0&hl=tr&rclk=1
Başiskelekom,"Barbaros, Atatürk Cd. no:77/D, 41100 Başiskele/Kocaeli",0541 885 64 96,,N/A,https://www.google.com/maps/place/Famu+telefon+aksesuar/data=!4m7!3m6!1s0x14cb4f8d98d7019f:0xaccf92714c840bc1!8m2!3d40.7650045!4d29.9324707!16s%2Fg%2F11r_vm9rxv!19sChIJnwHXmI1PyxQRwQuETHGSz6w?authuser=0&hl=tr&rclk=1
Mobilce (yerine Âlâ Telefon Aksesuar açıldı),"Ömerağa, Alemdar Cd. No:18 D:18, 41100 İzmit/Kocaeli",(0262) 331 42 34,,N/A,https://www.google.com/maps/place/M+o+B+i+L+%C2%A3/data=!4m7!3m6!1s0x14cb460bc1da4db5:0x480ee37e2d2d18af!8m2!3d40.7656391!4d29.8771205!16s%2Fg%2F11cs5g8842!19sChIJtU3awQtGyxQRrxgtLX7jDkg?authuser=0&hl=tr&rclk=1
YENİŞEHİR İLETİŞİM,"Yenişehir, Gazi Mustafa Kemal Blv. No:115, 41050 İzmit/Kocaeli",0537 337 89 89,,N/A,https://www.google.com/maps/place/Ba%C5%9Fiskelekom/data=!4m7!3m6!1s0x14cb4509ea3b9dff:0x176d7227d18c8541!8m2!3d40.7050373!4d29.9306841!16s%2Fg%2F11p5jyw4mh!19sChIJ_5076glFyxQRQYWM0SdybRc?authuser=0&hl=tr&rclk=1
Türk Telekom,"Tepecik, Cumhuriyet Cd. No:88, 41200 İzmit/Kocaeli",444 1 444,,https://www.turktelekom.com.tr/,https://www.google.com/maps/place/Mobilce+%28yerine+%C3%82l%C3%A2+Telefon+Aksesuar+a%C3%A7%C4%B1ld%C4%B1%29/data=!4m7!3m6!1s0x14cb4586d7e6b4fd:0x5c5eb178fc1fc9fd!8m2!3d40.7637998!4d29.9285833!16s%2Fg%2F11cp7fmw_p!19sChIJ_bTm14ZFyxQR_ckf_HixXlw?authuser=0&hl=tr&rclk=1
turkcell dağıtım merkezi,"Sanayi, Kozalak Sk., 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/YEN%C4%B0%C5%9EEH%C4%B0R+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f145465f8ad:0x4735312bb976dc4c!8m2!3d40.767885!4d29.9611132!16s%2Fg%2F11f5v8hpc4!19sChIJrfhlVBRPyxQRTNx2uSsxNUc?authuser=0&hl=tr&rclk=1
Türk Telekom,"Karabaş, Leyla Atakan Cd. No:35/A, 41040 İzmit/Kocaeli",444 1 444,,https://www.turktelekom.com.tr/,https://www.google.com/maps/place/T%C3%BCrk+Telekom/data=!4m7!3m6!1s0x15288f159ab55705:0x4b8c723b0ab660f0!8m2!3d40.7628024!4d29.9248273!16s%2Fg%2F11ddww1bgq!19sChIJBVe1mhWPKBUR8GC2CjtyjEs?authuser=0&hl=tr&rclk=1
