Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
PREMIERTURK BİLGİ TEKNOLOJİLERİ A.S.,"Çarşı Yapı Sitesi, Sanayi, Kozalı Cd. A13 Blok, 41040 İzmit/Kocaeli",(0262) 331 82 52,ajax-loader@2x.gif,https://www.premierturk.com/,https://www.google.com/maps/place/Help+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb457ff0a1adf9:0x390a9f6efc33c959!8m2!3d40.7654035!4d29.9282432!16s%2Fg%2F1hc11ynm9!19sChIJ-a2h8H9FyxQRWckz_G6fCjk?authuser=0&hl=tr&rclk=1
Vizyon Bilgisayar,"Ömerağa, Alemdar Cd., 41300 İzmit/Kocaeli",(0262) 332 44 90,,,https://www.google.com/maps/place/PREMIERTURK+B%C4%B0LG%C4%B0+TEKNOLOJ%C4%B0LER%C4%B0+A.S./data=!4m7!3m6!1s0x14cb4f87d47007cd:0x997202d8f344551a!8m2!3d40.75404!4d29.9543456!16s%2Fg%2F1tq25_s0!19sChIJzQdw1IdPyxQRGlVE89gCcpk?authuser=0&hl=tr&rclk=1
POLTECH BİLGİSAYAR BİLİŞİM PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Ömerağa, Abdurrahman Yüksel Cd. No:9/2-127, 41100 İzmit/Kocaeli",0552 504 42 41,,https://www.poltech.com.tr/,https://www.google.com/maps/place/G%C3%96KKU%C5%9EA%C4%9EI+B%C4%B0LG%C4%B0SASAYAR+SAN.+VE+T%C4%B0C.+LTD.+%C5%9ETi./data=!4m7!3m6!1s0x14cb455e8650dd71:0x91774cd82bbf5911!8m2!3d40.7545979!4d29.9543221!16s%2Fg%2F11c2j79rz4!19sChIJcd1Qhl5FyxQREVm_K9hMd5E?authuser=0&hl=tr&rclk=1
ibaysoft,"Körfez Mh, Ankara Karayolu Cd No:24, 41400 İzmit/Kocaeli",(0262) 335 38 71,,http://www.ibaysoft.com/,https://www.google.com/maps/place/K%C3%BCbra+Bilgisayar/data=!4m7!3m6!1s0x14cb4507c6881781:0xad1bcc87bf59f051!8m2!3d40.7650657!4d29.9293139!16s%2Fg%2F11h6mnbv_m!19sChIJgReIxgdFyxQRUfBZv4fMG60?authuser=0&hl=tr&rclk=1
Casper Kocaeli,"Ömer ağa mahallesi, Belsa AVM, kat:2 no:70-71, 41060 İzmit/Kocaeli",0505 958 69 09,,https://albaybilgisayar.com.tr/,https://www.google.com/maps/place/ibaysoft/data=!4m7!3m6!1s0x14cb391ad1ae57f1:0x2873c3bfccd29566!8m2!3d40.7617032!4d29.9609792!16s%2Fg%2F1pv2bs9vv!19sChIJ8Veu0Ro5yxQRZpXSzL_Dcyg?authuser=0&hl=tr&rclk=1
Boyut Bilgisayar,"Ömerağa, İstiklal Cd. BELSA PLAZA D:5/6 BLOK NO 94, 41100 İzmit/Kocaeli",0501 080 41 41,,,"https://www.google.com/maps/place/405+Found+Technology+%7C+Kocaeli+Web+Tasar%C4%B1m,+SEO,+Dijital+Pazarlama,+IT+Hizmeti/data=!4m7!3m6!1s0x14cb4f65e8495059:0xc9d2d87584c92e89!8m2!3d40.7535949!4d29.9554895!16s%2Fg%2F11vt0s_0dk!19sChIJWVBJ6GVPyxQRiS7JhHXY0sk?authuser=0&hl=tr&rclk=1"
Sektörel Tema Yazılım ve Bilişim Hizmetleri,"Kadıköy, Zümrüt Sk. No:80, 41050 İzmit/Kocaeli",0850 840 1141,,https://www.sektoreltema.com.tr/,https://www.google.com/maps/place/Casper+Kocaeli/data=!4m7!3m6!1s0x14cb45b16ad6380d:0xfd7b655511e49649!8m2!3d40.7650045!4d29.9293611!16s%2Fg%2F11v_4hj1tp!19sChIJDTjWarFFyxQRSZbkEVVle_0?authuser=0&hl=tr&rclk=1
Kocaelim teknik,"Kadıköy, Turan Güneş Cd. No:150, 41060 İzmit/Kocaeli",(0262) 323 45 46,,http://www.kocaelimteknik.com/,https://www.google.com/maps/place/Sekt%C3%B6rel+Tema+Yaz%C4%B1l%C4%B1m+ve+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb4f8aa2f64ed3:0x53d005cba57c81e4!8m2!3d40.7665057!4d29.943191!16s%2Fg%2F11fxxsdtjg!19sChIJ0072oopPyxQR5IF8pcsF0FM?authuser=0&hl=tr&rclk=1
Bank Solutions,"Kemalpaşa Mahallesi Hürriyet Caddesi Gakko Kervansaray İşhanı Kat:2 No:37, 41200 İzmit/Kocaeli",(0262) 332 20 25,,,https://www.google.com/maps/place/Kocaelim+teknik/data=!4m7!3m6!1s0x14cb4f650087fa3d:0x55372443ecb04866!8m2!3d40.7694763!4d29.9436176!16s%2Fg%2F11tjkbt01r!19sChIJPfqHAGVPyxQRZkiw7EMkN1U?authuser=0&hl=tr&rclk=1
Vega Kocaeli Barkod Sistemleri,"Mehmeali Paşa Mahallesi, Dalgıç Sk. No:30, 41100 İzmit/Kocaeli",0505 963 99 59,,http://www.vegakocaeli.com/,https://www.google.com/maps/place/Bank+Solutions/data=!4m7!3m6!1s0x14cb4583fda24091:0x4dd5a3f3090a217f!8m2!3d40.762913!4d29.922525!16s%2Fg%2F11cjhz5n6k!19sChIJkUCi_YNFyxQRfyEKCfOj1U0?authuser=0&hl=tr&rclk=1
Prodos Bilgisayar,"Abdurrahman Yüksel cad. Ömerağa mah. Belsa Plaza iş hanı kat 2 no:67, D:73, 41300 İzmit/Kocaeli",(0262) 331 41 11,"bilgi@prodos.com.tr, destek@prodos.com.tr",http://www.prodos.com.tr/,https://www.google.com/maps/place/Abelsis/data=!4m7!3m6!1s0x14cb4fe65eaf4ea1:0x7ed89833da3ab2ae!8m2!3d40.7707963!4d29.9650438!16s%2Fg%2F11t7hdtjzp!19sChIJoU6vXuZPyxQRrrI62jOY2H4?authuser=0&hl=tr&rclk=1
BarFix Bilgisayar,"Ömerağa, Belsa Sk. No:41100, 41000 İzmit/Kocaeli",0541 376 60 41,,,https://www.google.com/maps/place/Prodos+Bilgisayar/data=!4m7!3m6!1s0x14cb4ff40841d611:0xc598bc060096cf8a!8m2!3d40.764889!4d29.9295621!16s%2Fg%2F113h_hp56!19sChIJEdZBCPRPyxQRis-WAAa8mMU?authuser=0&hl=tr&rclk=1
PCOnline Bilgisayar,"Ömerağa, Abdurrahman Yüksel Cd. Belsa plaza Kat:1 No:132-133-144-145, 41300 İzmit/Kocaeli",0530 265 41 11,,https://www.pconlinetr.com/,https://www.google.com/maps/place/BarFix+Bilgisayar/data=!4m7!3m6!1s0x14cb455e9d1f98a5:0x6a5cb56f15f3af6f!8m2!3d40.7649499!4d29.9287387!16s%2Fg%2F11vz5jwxmx!19sChIJpZgfnV5FyxQRb6_zFW-1XGo?authuser=0&hl=tr&rclk=1
Ecunation Remapping İzmit,"Yenişehir Mahallesi,Araç Sokak,Kaymakamlık Sapağı,E-5 Yanyol Üzeri,NO:37, 41050 İzmit/Kocaeli",0541 651 41 92,,http://izmit.ecunation.com/,https://www.google.com/maps/place/GoldHead+Studios/data=!4m7!3m6!1s0x14cb454ae24c7423:0x512b51df493cba04!8m2!3d40.7620483!4d29.9302797!16s%2Fg%2F11ll7f4t9p!19sChIJI3RM4kpFyxQRBLo8Sd9RK1E?authuser=0&hl=tr&rclk=1
Erp Global Bilişim ve Danışmanlık Ltd. Şti,"Kemalpaşa Mah. Hürriyet Cad Gakko Kervansaray İş Hanı, Kat:5 No:67, 41100 İzmit/Kocaeli",0533 217 36 37,info@erpyonetim.com,https://www.erpyonetim.com/,https://www.google.com/maps/place/Vatan+Bilgisayar+%C3%96z%C3%BCer+AVM/data=!4m7!3m6!1s0x14cb4ff6b2aa1c3b:0x9b5189aa95bab0cd!8m2!3d40.7618657!4d29.9588327!16s%2Fg%2F11f4_k96ym!19sChIJOxyqsvZPyxQRzbC6laqJUZs?authuser=0&hl=tr&rclk=1
Planet Teknoloji,"Erenler, Ayşegül Sk. 7/A, 41060 İzmit/Kocaeli",(0262) 335 08 89,,http://www.planetteknoloji.com/,https://www.google.com/maps/place/Erp+Global+Bili%C5%9Fim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Ltd.+%C5%9Eti/data=!4m7!3m6!1s0x14cb45ffebd4ccd7:0x54531c20dc3ac43f!8m2!3d40.7628572!4d29.9226128!16s%2Fg%2F11rvjz3d89!19sChIJ18zU6_9FyxQRP8Q63CAcU1Q?authuser=0&hl=tr&rclk=1
Nicomedia Yazılım - Web Tasarım,"Yeni Gölcük Yolu. Sanayi Mevkii No:35/1, 41000 İzmit/Kocaeli",0555 590 27 64,hello@dream-theme.com,https://www.nicomediayazilim.com/,https://www.google.com/maps/place/Erdi+Yaz%C4%B1l%C4%B1m+Reklam+Bas%C4%B1n+Yay%C4%B1n+Ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb4ff16016bc4b:0xf100f1a2744ef380!8m2!3d40.7635704!4d29.956637!16s%2Fg%2F11q2ykdwmy!19sChIJS7wWYPFPyxQRgPNOdKLxAPE?authuser=0&hl=tr&rclk=1
Akademedya,"Cedit, Atatürk Blv. No:15, 41300 İzmit/Kocaeli",(0262) 341 39 59,,,https://www.google.com/maps/place/Nicomedia+Yaz%C4%B1l%C4%B1m+-+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb457f5d309b5d:0xf2a971eb9903e863!8m2!3d40.7599262!4d29.9411435!16s%2Fg%2F119th0nyl!19sChIJXZswXX9FyxQRY-gDmetxqfI?authuser=0&hl=tr&rclk=1
Qualsem,"Körfez, Yüce Rıfat Sk. No:46, 41040 İzmit/Kocaeli",0544 291 99 39,,http://www.qualsem.com/,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+KONSOL+MERKEZ%C4%B0/data=!4m7!3m6!1s0x14cb457fef86e437:0x5615cc762dda132c!8m2!3d40.76469!4d29.928837!16s%2Fg%2F11g886fnmw!19sChIJN-SG739FyxQRLBPaLXbMFVY?authuser=0&hl=tr&rclk=1
NFD YAZILIM BİLGİSAYAR DANIŞMANLIK LTD ŞTİ.,"Yenikent Park, Akse Mahallesi 69. Sokak, Emek, Panoroma Sitesi No:77/41, 41400 Çayırova/Kocaeli",(0262) 721 02 02,,,https://www.google.com/maps/place/Akademedya/data=!4m7!3m6!1s0x14cb451f7d79c7ed:0xb176e453f07e84b!8m2!3d40.7655889!4d29.9396994!16s%2Fg%2F1tf4h7cn!19sChIJ7cd5fR9FyxQRS-gHP0VuFws?authuser=0&hl=tr&rclk=1
Ares Bilgisayar & İletişim,"Ömerağa Mahallesi Abdurrahmanyüksel Caddesi Belsa PlazaNo135, D:KAT1, 41000 İzmit/Kocaeli",0541 886 83 36,,https://instagram.com/alperengurr?igshid=1p0dy1niyhpcm,https://www.google.com/maps/place/Qualsem/data=!4m7!3m6!1s0x14cb4513f6214785:0x6e9fea33c76b92b2!8m2!3d40.763682!4d29.9527269!16s%2Fg%2F11kqb_xp_m!19sChIJhUch9hNFyxQRspJrxzPqn24?authuser=0&hl=tr&rclk=1
Bilişim Center Toshiba Yetkili Servisi,"Cedit, İnönü Cd. No:324, 41000 İzmit/Kocaeli",(0262) 322 20 70,,,https://www.google.com/maps/place/NFD+YAZILIM+B%C4%B0LG%C4%B0SAYAR+DANI%C5%9EMANLIK+LTD+%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cadfc2af9e2eb7:0xb5bfa44ba28a4782!8m2!3d40.826955!4d29.4136867!16s%2Fg%2F11hz1g4shy!19sChIJty6er8LfyhQRgkeKokukv7U?authuser=0&hl=tr&rclk=1
"Menulux POS Sistemleri İzmit - Cafe Restoran Adisyon Programı, Restoran POS Sistemi","Menulux Plaza, Körfez, Vali Eşref Cd No:1, 41040 İzmit/Kocaeli",0850 346 6586,info@menulux.com,https://www.menulux.com/,https://www.google.com/maps/place/Ares+Bilgisayar+%26+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb45d018b5981f:0x24c9046eff643e55!8m2!3d40.764888!4d29.9293696!16s%2Fg%2F11ft_drrl7!19sChIJH5i1GNBFyxQRVT5k_24EySQ?authuser=0&hl=tr&rclk=1
Kocaeli Design,"Yenişehir, Şht. Kazım Sk. No:3, 41050 İzmit/Kocaeli",0545 205 41 41,,,https://www.google.com/maps/place/Bili%C5%9Fim+Center+Toshiba+Yetkili+Servisi/data=!4m7!3m6!1s0x14cb45806846bfb1:0x15e1278e32b0686b!8m2!3d40.7669274!4d29.9346919!16s%2Fg%2F1tk4hm7j!19sChIJsb9GaIBFyxQRa2iwMo4n4RU?authuser=0&hl=tr&rclk=1
K2 Bilişim Kocaeli Bilgisayar Yazılım Reklam,"Tepecik, Kemal Öz Sk. No:1 K:3, 41200 İzmit/Kocaeli",0850 303 7296,,https://www.k2bilisim.com/,"https://www.google.com/maps/place/Menulux+POS+Sistemleri+%C4%B0zmit+-+Cafe+Restoran+Adisyon+Program%C4%B1,+Restoran+POS+Sistemi/data=!4m7!3m6!1s0x14cb4f738cc1b433:0x24db89ee16001075!8m2!3d40.7620296!4d29.949706!16s%2Fg%2F11p0xsw9nw!19sChIJM7TBjHNPyxQRdRAAFu6J2yQ?authuser=0&hl=tr&rclk=1"
"NoteFix l Bilgisayar, Cep Telefonu ve Tablet Tamir Servisi","Ömerağa Mah. Alemdar Cad. Soydan İş Merkezi No:34/73, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/Kocaeli+Design/data=!4m7!3m6!1s0x14cb4febf8ae29b7:0x25e08073feed2bb8!8m2!3d40.7718154!4d29.9563243!16s%2Fg%2F1td8p11l!19sChIJtymu-OtPyxQRuCvt_nOA4CU?authuser=0&hl=tr&rclk=1
Maaş Haberleri Son Dakika,"Kadıköy City:, Zümrüt Sk. No:80, 41050 İzmit/Kocaeli",0850 840 1141,,,"https://www.google.com/maps/place/NoteFix+l+Bilgisayar,+Cep+Telefonu+ve+Tablet+Tamir+Servisi/data=!4m7!3m6!1s0x14cb457f8d7ddc5b:0x4c0b15831c3352d6!8m2!3d40.764632!4d29.928511!16s%2Fg%2F11c37jw6_2!19sChIJW9x9jX9FyxQR1lIzHIMVC0w?authuser=0&hl=tr&rclk=1"
Kentim Bilişim A.Ş.,"Mehmet Ali Paşa Mahallesi, Erkan Sk. No:17, 41050 İzmit/Kocaeli",(0262) 400 00 01,info@kentimbilisim.tr,https://kentimbilisim.tr/,https://www.google.com/maps/place/Maa%C5%9F+Haberleri+Son+Dakika/data=!4m7!3m6!1s0x14cb4f8ecc57d3e1:0x7b65607f82f41ba2!8m2!3d40.7665057!4d29.943191!16s%2Fg%2F11vlbpbjqq!19sChIJ4dNXzI5PyxQRohv0gn9gZXs?authuser=0&hl=tr&rclk=1
SOYDAN BİLİŞİM - Salih SOYDAN,"Damlar Mahallesi Alacahan Sokak Ihlamur Konakları, B Blok, 41000 Başiskele/Kocaeli",0532 460 81 18,cid_411042407@23102007-1528.gif,http://www.soydanbilisim.com/,https://www.google.com/maps/place/Intelciv+Yaz%C4%B1l%C4%B1m+ve+%C4%B0n%C5%9Faat+Teknolojileri+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb45e13ebed57f:0xf3199e3f2f9ccbbd!8m2!3d40.7644059!4d29.9282366!16s%2Fg%2F11lf7gp4j2!19sChIJf9W-PuFFyxQRvcucLz-eGfM?authuser=0&hl=tr&rclk=1
MediaMarkt İzmit,"Ankara Karayolu Cad. 24/1, Körfez, Orduevi Sk. 24-24/1, 41040 İzmit",0850 222 1500,,"https://www.mediamarkt.com.tr/mcs/marketinfo/_Media-Markt-%25C4%25B0zmit,143952,-14.html",https://www.google.com/maps/place/Kentim+Bili%C5%9Fim+A.%C5%9E./data=!4m7!3m6!1s0x14cb4f87a0352359:0x246c4688daaa830!8m2!3d40.7639519!4d29.9551034!16s%2Fg%2F11mcvd2m50!19sChIJWSM1oIdPyxQRMKiqjWjERgI?authuser=0&hl=tr&rclk=1
TeknoTek41,"M, Ömerağa, Belsa Sk. PLAZA, 41300 İzmit/Kocaeli",0531 388 28 51,,,https://www.google.com/maps/place/MediaMarkt+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4ff0ceedb721:0x2d5d00813b35437d!8m2!3d40.7615877!4d29.9622192!16s%2Fg%2F1q2v_c6nt!19sChIJIbftzvBPyxQRfUM1O4EAXS0?authuser=0&hl=tr&rclk=1
TürkBilişim Internet Teknolojileri Ltd.Şti.,"Park, Çukurbağ, Alemdar Cd. Apt. No:52, 41300 İzmit/Kocaeli",0850 308 8341,,http://www.turkbilisim.com/,https://www.google.com/maps/place/TeknoTek41/data=!4m7!3m6!1s0x14cb45e9e225b431:0x66889100eb791e4a!8m2!3d40.7652685!4d29.928855!16s%2Fg%2F11kblrjj29!19sChIJMbQl4ulFyxQRSh556wCRiGY?authuser=0&hl=tr&rclk=1
Yerinde Bilgisayar Teknik Servis,"Cumhuriyet Çocuk Parkı Karşısı Ataer İş Merkezi Kat : 3 No : 35, İzmit/Kocaeli",0541 641 54 41,,,https://www.google.com/maps/place/M+2+M+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0LER%C4%B0/data=!4m7!3m6!1s0x14cb4fc2f47524f3:0x51f628b6805d2842!8m2!3d40.7727293!4d29.9526499!16s%2Fg%2F11g1gmw25s!19sChIJ8yR19MJPyxQRQihdgLYo9lE?authuser=0&hl=tr&rclk=1
WOLSOFT BİLİŞİM,"Çukurbağ, Bahariye Cd. No:98, 41100 İzmit/Kocaeli",(0262) 322 30 36,,,https://www.google.com/maps/place/T%C3%BCrkBili%C5%9Fim+Internet+Teknolojileri+Ltd.%C5%9Eti./data=!4m7!3m6!1s0x14cb38fcf257b7a5:0xcd218708d7430ffb!8m2!3d40.7666505!4d29.9280286!16s%2Fg%2F11csqdv3_g!19sChIJpbdX8vw4yxQR-w9D1wiHIc0?authuser=0&hl=tr&rclk=1
Destek Teknik Bilişim,"Karabaş, Şht. Musa Sk. No:33/b, 41900 İzmit/Kocaeli",0532 405 95 39,destek@destekteknik.com,https://www.destekteknik.com/,https://www.google.com/maps/place/Yerinde+Bilgisayar+Teknik+Servis/data=!4m7!3m6!1s0x14cb4f88ed2ad047:0x1a9645883160145a!8m2!3d40.7654408!4d29.9408089!16s%2Fg%2F11t80_t9l4!19sChIJR9Aq7YhPyxQRWhRgMYhFlho?authuser=0&hl=tr&rclk=1
Misbah,"Cumhuriyet Cd. Kemalpaşa Mah. Metropol iş Merkezi, no.27, İzmit/Kocaeli",(0262) 325 45 10,,http://www.misbah.com.tr/,https://www.google.com/maps/place/WOLSOFT+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f804f7658e7:0x1e46a95dec9428af!8m2!3d40.767288!4d29.9297149!16s%2Fg%2F1vp2y8hd!19sChIJ51h2T4BPyxQRryiU7F2pRh4?authuser=0&hl=tr&rclk=1
"LF Dijital: Kocaeli Web Tasarım, Yazılım, SEO, Google ADS ve My Business | Google Partner","Körfez Mh, Şht. Ali Çavuş Sk No:5, 41000 İzmit/Kocaeli",0533 704 74 83,,https://www.lf.com.tr/,https://www.google.com/maps/place/Misbah/data=!4m7!3m6!1s0x14cb4585714aad3d:0xa007fb95cd273e1d!8m2!3d40.7619458!4d29.9205512!16s%2Fg%2F1hc3d2q51!19sChIJPa1KcYVFyxQRHT4nzZX7B6A?authuser=0&hl=tr&rclk=1
Vita Bilişim Ltd.Şti,"Tepecik, Eski Hamam Sk. No:10, 41100 İzmit/Kocaeli",0850 302 0841,,,https://www.google.com/maps/place/Tuna+Bilisim+Hizmetleri/data=!4m7!3m6!1s0x14cb4f806229be25:0xa784c46105de8a10!8m2!3d40.766219!4d29.930084!16s%2Fg%2F1wb31rx4!19sChIJJb4pYoBPyxQREIreBWHEhKc?authuser=0&hl=tr&rclk=1
MG Remaps Chip Tuning Upgrade,"Körfez Sanayi Sitesi, Sanayi, 6. Cd. No:5 blok no.20, 41100 Başiskele/Kocaeli",0532 267 33 55,,http://www.mgremaps.com/,"https://www.google.com/maps/place/LF+Dijital:+Kocaeli+Web+Tasar%C4%B1m,+Yaz%C4%B1l%C4%B1m,+SEO,+Google+ADS+ve+My+Business+%7C+Google+Partner/data=!4m7!3m6!1s0x14cb445d6a7bf08f:0x75b5707c577434fd!8m2!3d40.7621673!4d29.9524343!16s%2Fg%2F11c2p3nhzp!19sChIJj_B7al1EyxQR_TR0V3xwtXU?authuser=0&hl=tr&rclk=1"
EMRE TEKNİK SERVİS,"Karabaş, Hafiz Selim Efendi Sk. no:12/1, 41780 İzmit/Kocaeli",0541 622 54 45,,,https://www.google.com/maps/place/Vita+Bili%C5%9Fim+Ltd.%C5%9Eti/data=!4m7!3m6!1s0x14cb458142c8ab97:0x76be8db8f6f45caa!8m2!3d40.7633708!4d29.9233451!16s%2Fg%2F11f15bdm98!19sChIJl6vIQoFFyxQRqlz09riNvnY?authuser=0&hl=tr&rclk=1
Ziro,"Kemalpaşa, Cumhuriyet Cd. No:21/2, 41000 İzmit/Kocaeli",0850 305 4116,info@ziro.com.tr,https://ziro.com.tr/,https://www.google.com/maps/place/MG+Remaps+Chip+Tuning+Upgrade/data=!4m7!3m6!1s0x14cb455b4e379817:0x454406a4d34387e3!8m2!3d40.7486176!4d29.9490757!16s%2Fg%2F11c5b4161v!19sChIJF5g3TltFyxQR44dD06QGREU?authuser=0&hl=tr&rclk=1
Marca Bilişim Yazılım ve Barkod Sistemleri,"Karabaş, Şht. Musa Sk. No:31, 41040 İzmit/Kocaeli",(0262) 324 11 19,,,https://www.google.com/maps/place/Ziro/data=!4m7!3m6!1s0x14cb45ed7bea24c5:0x8c6fcb1b1398189b!8m2!3d40.7628305!4d29.9225392!16s%2Fg%2F11w9cm4lpg!19sChIJxSTqe-1FyxQRmxiYExvLb4w?authuser=0&hl=tr&rclk=1
TAV TEKNOLOJİ BİLİŞİM SAN. VE TİC. LTD. ŞTİ,"Sanayi, Kozalı Cd. NO:10 G BLOK NO:2, 41040 İzmit/Kocaeli",0554 883 52 19,,,https://www.google.com/maps/place/Marca+Bili%C5%9Fim+Yaz%C4%B1l%C4%B1m+ve+Barkod+Sistemleri/data=!4m7!3m6!1s0x14cb4f87f47797ab:0xe67c45e462cad6a0!8m2!3d40.7633885!4d29.938182!16s%2Fg%2F11b5wk3xhd!19sChIJq5d39IdPyxQRoNbKYuRFfOY?authuser=0&hl=tr&rclk=1
ES bilişim sistemleri,"Kadıköy, Aktürk Sk. No:21, 41100 İzmit/Kocaeli",0554 312 56 43,,,https://www.google.com/maps/place/Belsa+Plaza+LifePc+Bilgisayar+Tamiri+ve+Sat%C4%B1%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb457f93447533:0xe035d36acfa237e4!8m2!3d40.7642674!4d29.9288339!16s%2Fg%2F12jp1yzf7!19sChIJM3VEk39FyxQR5Deiz2rTNeA?authuser=0&hl=tr&rclk=1
Solit Araç Takip Sistemi - Kocaeli,"Yahyakaptan, Hacı Ali Sk No:60, 41050 İzmit/Kocaeli",(0262) 311 10 90,,,https://www.google.com/maps/place/TAV+TEKNOLOJ%C4%B0+B%C4%B0L%C4%B0%C5%9E%C4%B0M+SAN.+VE+T%C4%B0C.+LTD.+%C5%9ET%C4%B0/data=!4m7!3m6!1s0x14cb4598128d153f:0xb283a36ce76eefb3!8m2!3d40.7544971!4d29.954152!16s%2Fg%2F11nxsyvjmy!19sChIJPxWNEphFyxQRs-9u52yjg7I?authuser=0&hl=tr&rclk=1
APEX BİLİŞİM,"Karabaş, Süleymanpaşa Sk No:22, 41040 İzmit/Kocaeli",(0262) 325 27 39,,,https://www.google.com/maps/place/ES+bili%C5%9Fim+sistemleri/data=!4m7!3m6!1s0x14cb4f1acd15775f:0x6693a3760ad10bec!8m2!3d40.7665119!4d29.947377!16s%2Fg%2F11wvlbr5x1!19sChIJX3cVzRpPyxQR7AvRCnajk2Y?authuser=0&hl=tr&rclk=1
Metaj Bilgisayar Kocaeli Teknik Servis,"Ömerağa, Abdurrahman Yüksel Cd. No:66, 41100 İzmit/Kocaeli",0545 267 10 21,,,https://www.google.com/maps/place/Solit+Ara%C3%A7+Takip+Sistemi+-+Kocaeli/data=!4m7!3m6!1s0x14cb50202550b81d:0x30b63a184d7dad66!8m2!3d40.771375!4d29.976196!16s%2Fg%2F1tfncnz7!19sChIJHbhQJSBQyxQRZq19TRg6tjA?authuser=0&hl=tr&rclk=1
Essente Bilişim,"Hacıhızır, Veli Baba Sk. No:27, 41300 İzmit/Kocaeli",(0262) 323 52 44,info@essentebilisim.com,http://essentebilisim.com/4-is-ortaklarimiz-EssenteBilisimKurumsal.aspx,https://www.google.com/maps/place/APEX+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb457d91ca255f:0xca07e4c9b07e236e!8m2!3d40.7632667!4d29.9355457!16s%2Fg%2F11d_dt97bs!19sChIJXyXKkX1FyxQRbiN-sMnkB8o?authuser=0&hl=tr&rclk=1
Roboland Yazılım ve Danışmanlık Hizmetleri,"Yenikent Mahallesi Gizem Sokak No: 21H, 41900 Derince/Kocaeli",0552 159 22 41,,,https://www.google.com/maps/place/Metaj+Bilgisayar+Kocaeli+Teknik+Servis/data=!4m7!3m6!1s0x14cb457fef95185f:0xca0cc559f63f3ba3!8m2!3d40.765117!4d29.929462!16s%2Fg%2F11b7lm7cn6!19sChIJXxiV739FyxQRozs_9lnFDMo?authuser=0&hl=tr&rclk=1
Bilgisayaral Bilişim ve Eğitim Hizmetleri Ltd. Şti.,"No., Karabaş, Mimar Sinan Sk. No:19, 41100 İzmit/Kocaeli",(0262) 321 11 99,,,https://www.google.com/maps/place/Essente+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f8047531c47:0xa45797340a2bef76!8m2!3d40.7671485!4d29.9292735!16s%2Fg%2F11flz3_50h!19sChIJRxxTR4BPyxQRdu8rCjSXV6Q?authuser=0&hl=tr&rclk=1
Emre KAHRAMAN,"Kadıköy, 41050 İzmit/Kocaeli",0532 564 07 41,,,https://www.google.com/maps/place/Roboland+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Hizmetleri/data=!4m7!3m6!1s0x14cb4704e3b0e7e1:0xd70a8f12eeea5b1!8m2!3d40.7800563!4d29.8098663!16s%2Fg%2F11n0pmrltz!19sChIJ4eew4wRHyxQRsaXuLvGocA0?authuser=0&hl=tr&rclk=1
İZMİT Bilgisayar Alım,"Cedit, Leyla Atakan Cd. No:49, 41300 İzmit/Kocaeli",0535 052 04 52,,,https://www.google.com/maps/place/Bilgisayaral+Bili%C5%9Fim+ve+E%C4%9Fitim+Hizmetleri+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb457e594ab4f9:0x24544f94acd17b52!8m2!3d40.762747!4d29.9318131!16s%2Fg%2F11bwh5vygz!19sChIJ-bRKWX5FyxQRUnvRrJRPVCQ?authuser=0&hl=tr&rclk=1
İzmit Yazılım,"Körfez, Yüce Rıfat Sk. No:56, 41040 İzmit/Kocaeli",(0262) 255 55 61,,,https://www.google.com/maps/place/Emre+KAHRAMAN/data=!4m7!3m6!1s0x14cb4fa7f74256b5:0x7038c82fff8b07b8!8m2!3d40.7654408!4d29.9408089!16s%2Fg%2F11f6g2r273!19sChIJtVZC96dPyxQRuAeL_y_IOHA?authuser=0&hl=tr&rclk=1
